name,mass,year,reclat,reclong,GeoLocation
Grove Mountains 052704,0.67,2006,-72.984444,75.225,"(-72.984444, 75.225000)"
Grove Mountains 053049,0.67,2006,-72.782778,75.289722,"(-72.782778, 75.289722)"
Grove Mountains 053347,0.67,2006,-72.779444,75.313333,"(-72.779444, 75.313333)"
Grove Mountains 053462,0.67,2006,-72.790556,75.279722,"(-72.790556, 75.279722)"
Grove Mountains 053683,0.67,2006,-72.786667,75.286389,"(-72.786667, 75.286389)"
LaPaz Icefield 04643,0.67,2004,,,
MacAlpine Hills 04940,0.67,2004,,,
MacAlpine Hills 04946,0.67,2004,,,
Yamato 74323,0.67,1974,-71.5,35.66667,"(-71.500000, 35.666670)"
Yamato 74365,0.67,1974,-71.5,35.66667,"(-71.500000, 35.666670)"
Yamato 75268,0.67,1975,-71.5,35.66667,"(-71.500000, 35.666670)"
Yamato 790486,0.67,1979,-71.5,35.66667,"(-71.500000, 35.666670)"
Yamato 792642,0.67,1979,-71.5,35.66667,"(-71.500000, 35.666670)"
Yamato 793062,0.67,1979,-71.5,35.66667,"(-71.500000, 35.666670)"
Frontier Mountain 90199,0.66,1990,-72.95591,160.54133,"(-72.955910, 160.541330)"
Grove Mountains 021698,0.66,2003,-72.773333,75.36,"(-72.773333, 75.360000)"
Grove Mountains 021769,0.66,2003,-72.7844,75.3094,"(-72.784400, 75.309400)"
Grove Mountains 022198,0.66,2003,-72.781389,75.305556,"(-72.781389, 75.305556)"
Grove Mountains 022361,0.66,2003,-72.777778,75.320556,"(-72.777778, 75.320556)"
Grove Mountains 022595,0.66,2003,-72.7825,75.279167,"(-72.782500, 75.279167)"
Grove Mountains 022596,0.66,2003,-72.7825,75.279444,"(-72.782500, 75.279444)"
Grove Mountains 022758,0.66,2003,-72.777778,75.279444,"(-72.777778, 75.279444)"
Grove Mountains 022793,0.66,2003,-72.775556,75.338611,"(-72.775556, 75.338611)"
Grove Mountains 022942,0.66,2003,-72.774444,75.322778,"(-72.774444, 75.322778)"
Grove Mountains 023776,0.66,2003,-72.984444,75.2525,"(-72.984444, 75.252500)"
Grove Mountains 023784,0.66,2003,-72.984722,75.249444,"(-72.984722, 75.249444)"
Grove Mountains 052463,0.66,2006,-72.78417,75.30861,"(-72.784170, 75.308610)"
MacAlpine Hills 02589,0.66,2002,,,
Yamato 793073,0.66,1979,-71.5,35.66667,"(-71.500000, 35.666670)"
Yamato 8413,0.66,1984,-71.5,35.66667,"(-71.500000, 35.666670)"
Yamato 86557,0.66,1986,-71.5,35.66667,"(-71.500000, 35.666670)"
Yamato 86590,0.66,1986,-71.5,35.66667,"(-71.500000, 35.666670)"
Yamato 86688,0.66,1986,-71.5,35.66667,"(-71.500000, 35.666670)"
Camel Donga 024,0.65,1994,-30.09867,126.8855,"(-30.098670, 126.885500)"
Grove Mountains 020349,0.65,2003,-72.9839,75.2464,"(-72.983900, 75.246400)"
Grove Mountains 020817,0.65,2003,-72.98333,75.24944,"(-72.983330, 75.249440)"
Grove Mountains 021190,0.65,2003,-72.98361,75.24583,"(-72.983610, 75.245830)"
Grove Mountains 021220,0.65,2003,-72.98361,75.24583,"(-72.983610, 75.245830)"
Grove Mountains 021231,0.65,2003,-72.98361,75.24583,"(-72.983610, 75.245830)"
Grove Mountains 022369,0.65,2003,-72.779167,75.306111,"(-72.779167, 75.306111)"
Grove Mountains 022442,0.65,2003,-72.77778,75.30556,"(-72.777780, 75.305560)"
Grove Mountains 022675,0.65,2003,-72.78139,75.27944,"(-72.781390, 75.279440)"
Grove Mountains 022834,0.65,2003,-72.77361,75.33917,"(-72.773610, 75.339170)"
Grove Mountains 022977,0.65,2003,-72.77389,75.32056,"(-72.773890, 75.320560)"
Grove Mountains 023122,0.65,2003,-72.774167,75.3175,"(-72.774167, 75.317500)"
Grove Mountains 023222,0.65,2003,-72.77333,75.33861,"(-72.773330, 75.338610)"
Grove Mountains 023224,0.65,2003,-72.773333,75.338611,"(-72.773333, 75.338611)"
Grove Mountains 024244,0.65,2003,-72.9825,75.25,"(-72.982500, 75.250000)"
LaPaz Icefield 02368,0.65,2002,,,
MacAlpine Hills 04886,0.65,2004,,,
Yamato 75243,0.65,1975,-71.5,35.66667,"(-71.500000, 35.666670)"
Yamato 792727,0.65,1979,-71.5,35.66667,"(-71.500000, 35.666670)"
Yamato 793079,0.65,1979,-71.5,35.66667,"(-71.500000, 35.666670)"
Yamato 793112,0.65,1979,-71.5,35.66667,"(-71.500000, 35.666670)"
Yamato 86034,0.65,1986,-71.5,35.66667,"(-71.500000, 35.666670)"
Yamato 86262,0.65,1986,-71.5,35.66667,"(-71.500000, 35.666670)"
Yamato 86510,0.65,1986,-71.5,35.66667,"(-71.500000, 35.666670)"
Yamato 86629,0.65,1986,-71.5,35.66667,"(-71.500000, 35.666670)"
Frontier Mountain 93045,0.64,1993,-72.98167,160.43778,"(-72.981670, 160.437780)"
Grove Mountains 020339,0.64,2003,-72.983889,75.246389,"(-72.983889, 75.246389)"
Grove Mountains 020351,0.64,2003,-72.983889,75.246389,"(-72.983889, 75.246389)"
Grove Mountains 021829,0.64,2003,-72.778611,75.330278,"(-72.778611, 75.330278)"
Grove Mountains 022096,0.64,2003,-72.779167,75.310556,"(-72.779167, 75.310556)"
Grove Mountains 022827,0.64,2003,-72.77361,75.33833,"(-72.773610, 75.338330)"
Grove Mountains 022865,0.64,2003,-72.773889,75.333333,"(-72.773889, 75.333333)"
Grove Mountains 022888,0.64,2003,-72.774722,75.312222,"(-72.774722, 75.312222)"
Grove Mountains 022994,0.64,2003,-72.773611,75.344722,"(-72.773611, 75.344722)"
Grove Mountains 023047,0.64,2003,-72.77333,75.325,"(-72.773330, 75.325000)"
Grove Mountains 023133,0.64,2003,-72.77417,75.32056,"(-72.774170, 75.320560)"
Grove Mountains 023566,0.64,2003,-72.98417,75.24639,"(-72.984170, 75.246390)"
MacAlpine Hills 041032,0.64,2004,,,
MacAlpine Hills 04989,0.64,2004,,,
Yamato 74396,0.64,1974,0,35.66667,"(0.000000, 35.666670)"
Yamato 75280,0.64,1975,-71.5,35.66667,"(-71.500000, 35.666670)"
Yamato 86508,0.64,1986,-71.5,35.66667,"(-71.500000, 35.666670)"
Yamato 86555,0.64,1986,-71.5,35.66667,"(-71.500000, 35.666670)"
Yamato 86564,0.64,1986,-71.5,35.66667,"(-71.500000, 35.666670)"
Grove Mountains 020594,0.63,2003,-72.9839,75.2464,"(-72.983900, 75.246400)"
Grove Mountains 020600,0.63,2003,-72.9839,75.2464,"(-72.983900, 75.246400)"
Grove Mountains 021498,0.63,2003,-72.94139,75.30056,"(-72.941390, 75.300560)"
Grove Mountains 021827,0.63,2003,-72.77722,75.33917,"(-72.777220, 75.339170)"
Grove Mountains 022651,0.63,2003,-72.78194,75.28667,"(-72.781940, 75.286670)"
Grove Mountains 022672,0.63,2003,-72.78139,75.27944,"(-72.781390, 75.279440)"
Grove Mountains 022864,0.63,2003,-72.7739,75.3333,"(-72.773900, 75.333300)"
Grove Mountains 050016,0.63,2006,-73.113333,75.103889,"(-73.113333, 75.103889)"
LaPaz Icefield 04535,0.63,2004,,,
LaPaz Icefield 04644,0.63,2004,,,
LaPaz Icefield 04646,0.63,2004,,,
MacAlpine Hills 04956,0.63,2004,,,
Yamato 75241,0.63,1975,-71.5,35.66667,"(-71.500000, 35.666670)"
Yamato 793078,0.63,1979,-71.5,35.66667,"(-71.500000, 35.666670)"
Yamato 793086,0.63,1979,-71.5,35.66667,"(-71.500000, 35.666670)"
Yamato 793099,0.63,1979,-71.5,35.66667,"(-71.500000, 35.666670)"
Yamato 793111,0.63,1979,-71.5,35.66667,"(-71.500000, 35.666670)"
Yamato 793126,0.63,1979,-71.5,35.66667,"(-71.500000, 35.666670)"
Yamato 82001,0.63,1982,-71.5,35.66667,"(-71.500000, 35.666670)"
Yamato 86175,0.63,1986,-71.5,35.66667,"(-71.500000, 35.666670)"
MacAlpine Hills 04948,0.62,2004,,,
Queen Alexandra Range 99227,0.62,1999,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99754,0.62,1999,-84,168,"(-84.000000, 168.000000)"
Yamato 790357,0.62,1979,-71.5,35.66667,"(-71.500000, 35.666670)"
Yamato 791819,0.62,1979,-71.5,35.66667,"(-71.500000, 35.666670)"
Yamato 793075,0.62,1979,-71.5,35.66667,"(-71.500000, 35.666670)"
Yamato 793087,0.62,1979,-71.5,35.66667,"(-71.500000, 35.666670)"
Yamato 793115,0.62,1979,-71.5,35.66667,"(-71.500000, 35.666670)"
Yamato 793248,0.62,1979,-71.5,35.66667,"(-71.500000, 35.666670)"
Frontier Mountain 90133,0.61,1990,-72.95488,160.47328,"(-72.954880, 160.473280)"
Grove Mountains 021692,0.61,2003,-72.773889,75.347222,"(-72.773889, 75.347222)"
Grove Mountains 022343,0.61,2003,-72.772778,75.355278,"(-72.772778, 75.355278)"
Grove Mountains 022900,0.61,2003,-72.775,75.305833,"(-72.775000, 75.305833)"
Grove Mountains 022983,0.61,2003,-72.773889,75.322222,"(-72.773889, 75.322222)"
Grove Mountains 023096,0.61,2003,-72.775833,75.314722,"(-72.775833, 75.314722)"
Grove Mountains 023124,0.61,2003,-72.774167,75.318056,"(-72.774167, 75.318056)"
Grove Mountains 023125,0.61,2003,-72.774167,75.318333,"(-72.774167, 75.318333)"
Grove Mountains 023132,0.61,2003,-72.774167,75.320278,"(-72.774167, 75.320278)"
Grove Mountains 023787,0.61,2003,-72.984722,75.249722,"(-72.984722, 75.249722)"
Grove Mountains 023789,0.61,2003,-72.984722,75.249722,"(-72.984722, 75.249722)"
LaPaz Icefield 04537,0.61,2004,,,
MacAlpine Hills 02598,0.61,2002,,,
MacAlpine Hills 02775,0.61,2002,,,
MacAlpine Hills 02880,0.61,2002,,,
MacAlpine Hills 041101,0.61,2004,,,
MacAlpine Hills 041107,0.61,2004,,,
MacAlpine Hills 04870,0.61,2004,,,
Ramlat as Sahmah 404,0.61,2010,20.22083,56.02013,"(20.220830, 56.020130)"
Yamato 793090,0.61,1979,-71.5,35.66667,"(-71.500000, 35.666670)"
Yamato 793114,0.61,1979,-71.5,35.66667,"(-71.500000, 35.666670)"
Yamato 793121,0.61,1979,-71.5,35.66667,"(-71.500000, 35.666670)"
Yamato 86178,0.61,1986,-71.5,35.66667,"(-71.500000, 35.666670)"
Allan Hills 82141,0.6,1982,-77.03743,157.23679,"(-77.037430, 157.236790)"
Allan Hills 83017,0.6,1983,-76.82235,158.20609,"(-76.822350, 158.206090)"
Allan Hills 90407,0.6,1990,-76.95444,156.93741,"(-76.954440, 156.937410)"
Allan Hills A81210,0.6,1981,-76.68889,159.38305,"(-76.688890, 159.383050)"
Allan Hills A81283,0.6,1981,-76.68917,159.36417,"(-76.689170, 159.364170)"
Allan Hills A81309,0.6,1981,-76.68417,159.35722,"(-76.684170, 159.357220)"
Camel Donga 019,0.6,1994,-30.07967,126.88917,"(-30.079670, 126.889170)"
Camel Donga 023,0.6,1994,-30.08733,126.90167,"(-30.087330, 126.901670)"
Elephant Moraine 87786,0.6,1987,-76.18333,157.16667,"(-76.183330, 157.166670)"
Elephant Moraine 90347,0.6,1990,-76.26669,156.46041,"(-76.266690, 156.460410)"
Elephant Moraine 90348,0.6,1990,-76.2669,156.46037,"(-76.266900, 156.460370)"
Elephant Moraine 90918,0.6,1990,-76.26684,156.44993,"(-76.266840, 156.449930)"
Elephant Moraine 92007,0.6,1992,-76.01942,155.98163,"(-76.019420, 155.981630)"
Elephant Moraine 92145,0.6,1992,-76.03859,156.05463,"(-76.038590, 156.054630)"
Elephant Moraine 96112,0.6,1996,-76.18333,157.16667,"(-76.183330, 157.166670)"
Elephant Moraine 96163,0.6,1996,-76.18333,157.16667,"(-76.183330, 157.166670)"
Elephant Moraine 96173,0.6,1996,-76.18333,157.16667,"(-76.183330, 157.166670)"
Elephant Moraine 96187,0.6,1996,-76.18333,157.16667,"(-76.183330, 157.166670)"
Elephant Moraine 96224,0.6,1996,-76.18333,157.16667,"(-76.183330, 157.166670)"
Frontier Mountain 01158,0.6,2001,-72.98944,160.40222,"(-72.989440, 160.402220)"
Frontier Mountain 01159,0.6,2001,-72.98944,160.40222,"(-72.989440, 160.402220)"
Frontier Mountain 09010,0.6,2009,-72.95267,160.46532,"(-72.952670, 160.465320)"
Frontier Mountain 10062,0.6,2011,-72.9505,160.4636,"(-72.950500, 160.463600)"
Frontier Mountain 10104,0.6,2011,-72.95193,160.4563,"(-72.951930, 160.456300)"
Frontier Mountain 97037,0.6,1997,-72.98889,160.40722,"(-72.988890, 160.407220)"
Grove Mountains 020346,0.6,2003,-72.9839,75.2464,"(-72.983900, 75.246400)"
Grove Mountains 020347,0.6,2003,-72.98389,75.24639,"(-72.983890, 75.246390)"
Grove Mountains 021203,0.6,2003,-72.98361,75.24583,"(-72.983610, 75.245830)"
Grove Mountains 021553,0.6,2003,-72.93472,75.32194,"(-72.934720, 75.321940)"
Grove Mountains 021607,0.6,2003,-72.99611,75.20333,"(-72.996110, 75.203330)"
Grove Mountains 022308,0.6,2003,-72.778889,75.301389,"(-72.778889, 75.301389)"
Grove Mountains 022569,0.6,2003,-72.774444,75.307222,"(-72.774444, 75.307222)"
Grove Mountains 022631,0.6,2003,-72.782778,75.277222,"(-72.782778, 75.277222)"
Grove Mountains 022667,0.6,2003,-72.781389,75.278056,"(-72.781389, 75.278056)"
Grove Mountains 022863,0.6,2003,-72.7739,75.3333,"(-72.773900, 75.333300)"
Grove Mountains 023226,0.6,2003,-72.7733,75.3386,"(-72.773300, 75.338600)"
Grove Mountains 023267,0.6,2003,-72.77361,75.32028,"(-72.773610, 75.320280)"
Grove Mountains 023689,0.6,2003,-72.98306,75.25278,"(-72.983060, 75.252780)"
Grove Mountains 023714,0.6,2003,-72.983889,75.250833,"(-72.983889, 75.250833)"
Grove Mountains 023791,0.6,2003,-72.98361,75.25028,"(-72.983610, 75.250280)"
Grove Mountains 024006,0.6,2003,-72.983611,75.252222,"(-72.983611, 75.252222)"
LaPaz Icefield 031195,0.6,2003,,,
LaPaz Icefield 031385,0.6,2003,,,
LaPaz Icefield 03916,0.6,2002,,,
LaPaz Icefield 04771,0.6,2004,,,
Larkman Nunatak 04369,0.6,2004,,,
Lewis Cliff 86069,0.6,1986,-84.2737,161.69153,"(-84.273700, 161.691530)"
Lewis Cliff 86306,0.6,1986,-84.27387,161.68663,"(-84.273870, 161.686630)"
Lewis Cliff 86461,0.6,1986,-84.27411,161.67841,"(-84.274110, 161.678410)"
Lewis Cliff 86476,0.6,1986,-84.27412,161.67838,"(-84.274120, 161.678380)"
Lewis Cliff 87051,0.6,1987,-84.348,161.4824,"(-84.348000, 161.482400)"
Lewis Cliff 87100,0.6,1987,-84.34527,161.30434,"(-84.345270, 161.304340)"
Lewis Cliff 87152,0.6,1987,-84.34518,161.30575,"(-84.345180, 161.305750)"
Lewis Cliff 87160,0.6,1987,-84.34525,161.37866,"(-84.345250, 161.378660)"
Lewis Cliff 87252,0.6,1987,-84.34604,161.31273,"(-84.346040, 161.312730)"
Lewis Cliff 88677,0.6,1988,-84.27177,161.41129,"(-84.271770, 161.411290)"
Lucerne Valley 092,0.6,2007,34.48148,-116.95325,"(34.481480, -116.953250)"
MacAlpine Hills 02533,0.6,2002,-84.21667,160.5,"(-84.216670, 160.500000)"
MacAlpine Hills 02655,0.6,2002,-84.21667,160.5,"(-84.216670, 160.500000)"
MacAlpine Hills 02866,0.6,2002,,,
MacAlpine Hills 041014,0.6,2004,,,
MacAlpine Hills 041031,0.6,2004,,,
MacAlpine Hills 041073,0.6,2004,,,
MacAlpine Hills 041126,0.6,2004,,,
MacAlpine Hills 041131,0.6,2004,,,
MacAlpine Hills 041137,0.6,2004,,,
MacAlpine Hills 041139,0.6,2004,,,
MacAlpine Hills 041142,0.6,2004,,,
MacAlpine Hills 041180,0.6,2004,,,
MacAlpine Hills 04991,0.6,2004,,,
MacAlpine Hills 04992,0.6,2004,,,
MacKay Glacier 05258,0.6,2005,,,
Meteorite Hills 001092,0.6,2000,-79.68333,159.75,"(-79.683330, 159.750000)"
Meteorite Hills 01158,0.6,2001,-79.68333,159.75,"(-79.683330, 159.750000)"
Miller Range 07078,0.6,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07265,0.6,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07408,0.6,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07432,0.6,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07487,0.6,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07553,0.6,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07600,0.6,2007,0,0,"(0.000000, 0.000000)"
Miller Range 090172,0.6,2009,0,0,"(0.000000, 0.000000)"
Miller Range 090341,0.6,2009,0,0,"(0.000000, 0.000000)"
Miller Range 090397,0.6,2009,0,0,"(0.000000, 0.000000)"
Miller Range 090497,0.6,2009,0,0,"(0.000000, 0.000000)"
Miller Range 090503,0.6,2009,0,0,"(0.000000, 0.000000)"
Miller Range 090510,0.6,2009,0,0,"(0.000000, 0.000000)"
Miller Range 090516,0.6,2009,0,0,"(0.000000, 0.000000)"
Miller Range 090542,0.6,2009,0,0,"(0.000000, 0.000000)"
Miller Range 090591,0.6,2009,0,0,"(0.000000, 0.000000)"
Miller Range 090723,0.6,2009,0,0,"(0.000000, 0.000000)"
Miller Range 090724,0.6,2009,0,0,"(0.000000, 0.000000)"
Miller Range 090727,0.6,2009,0,0,"(0.000000, 0.000000)"
Miller Range 090729,0.6,2009,0,0,"(0.000000, 0.000000)"
Miller Range 090824,0.6,2009,0,0,"(0.000000, 0.000000)"
Miller Range 090898,0.6,2009,0,0,"(0.000000, 0.000000)"
Miller Range 090964,0.6,2009,0,0,"(0.000000, 0.000000)"
Patuxent Range 10330,0.6,2010,0,0,"(0.000000, 0.000000)"
Pecora Escarpment 91481,0.6,1991,-85.65847,-68.23216,"(-85.658470, -68.232160)"
Queen Alexandra Range 93522,0.6,1993,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 93650,0.6,1993,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 94640,0.6,1994,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99375,0.6,1999,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99473,0.6,1999,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99771,0.6,1999,-84,168,"(-84.000000, 168.000000)"
Yamato 74145,0.6,1974,-71.5,35.66667,"(-71.500000, 35.666670)"
Yamato 75265,0.6,1975,-71.5,35.66667,"(-71.500000, 35.666670)"
Yamato 793102,0.6,1979,-71.5,35.66667,"(-71.500000, 35.666670)"
Grove Mountains 020601,0.59,2003,-72.983889,75.246389,"(-72.983889, 75.246389)"
Grove Mountains 020802,0.59,2003,-72.983889,75.25,"(-72.983889, 75.250000)"
Grove Mountains 021763,0.59,2003,-72.78389,75.30806,"(-72.783890, 75.308060)"
Grove Mountains 021914,0.59,2003,-72.776944,75.327222,"(-72.776944, 75.327222)"
Grove Mountains 022004,0.59,2003,-72.776389,75.348333,"(-72.776389, 75.348333)"
Grove Mountains 022305,0.59,2003,-72.7789,75.3014,"(-72.778900, 75.301400)"
Grove Mountains 022578,0.59,2003,-72.7733,75.3369,"(-72.773300, 75.336900)"
Grove Mountains 022619,0.59,2003,-72.7825,75.27694,"(-72.782500, 75.276940)"
Grove Mountains 022661,0.59,2003,-72.78056,75.28639,"(-72.780560, 75.286390)"
Grove Mountains 022726,0.59,2003,-72.77917,75.29417,"(-72.779170, 75.294170)"
Grove Mountains 022946,0.59,2003,-72.77444,75.32278,"(-72.774440, 75.322780)"
Grove Mountains 023052,0.59,2003,-72.7733,75.3264,"(-72.773300, 75.326400)"
Grove Mountains 023126,0.59,2003,-72.7742,75.3186,"(-72.774200, 75.318600)"
Grove Mountains 023583,0.59,2003,-72.98417,75.24667,"(-72.984170, 75.246670)"
LaPaz Icefield 04539,0.59,2004,,,
MacAlpine Hills 02483,0.59,2002,-84.21667,160.5,"(-84.216670, 160.500000)"
MacAlpine Hills 041027,0.59,2004,,,
MacAlpine Hills 04964,0.59,2004,,,
Yamato 75261,0.59,1975,-71.5,35.66667,"(-71.500000, 35.666670)"
Yamato 793140,0.59,1979,-71.5,35.66667,"(-71.500000, 35.666670)"
Yamato 86169,0.59,1986,-71.5,35.66667,"(-71.500000, 35.666670)"
LaPaz Icefield 03972,0.58,2003,,,
MacAlpine Hills 04867,0.58,2004,,,
MacAlpine Hills 04980,0.58,2004,,,
Yamato 74436,0.58,1974,0,35.66667,"(0.000000, 35.666670)"
Yamato 791570,0.58,1979,-71.5,35.66667,"(-71.500000, 35.666670)"
Yamato 793105,0.58,1979,-71.5,35.66667,"(-71.500000, 35.666670)"
Yamato 793129,0.58,1979,-71.5,35.66667,"(-71.500000, 35.666670)"
Yamato 793217,0.58,1979,-71.5,35.66667,"(-71.500000, 35.666670)"
Yamato 86173,0.58,1986,-71.5,35.66667,"(-71.500000, 35.666670)"
MacAlpine Hills 02809,0.57,2002,,,
MacAlpine Hills 041112,0.57,2004,,,
MacAlpine Hills 04970,0.57,2004,,,
MacAlpine Hills 04987,0.57,2004,,,
Yamato 75038,0.57,1975,-71.5,35.66667,"(-71.500000, 35.666670)"
Yamato 790236,0.57,1979,-71.5,35.66667,"(-71.500000, 35.666670)"
Yamato 790324,0.57,1979,-71.5,35.66667,"(-71.500000, 35.666670)"
Yamato 793096,0.57,1979,-71.5,35.66667,"(-71.500000, 35.666670)"
Yamato 793103,0.57,1979,-71.5,35.66667,"(-71.500000, 35.666670)"
Yamato 8332,0.57,1983,-71.5,35.66667,"(-71.500000, 35.666670)"
Grove Mountains 020198,0.56,2003,-72.9925,75.206389,"(-72.992500, 75.206389)"
Grove Mountains 021201,0.56,2003,-72.983611,75.245833,"(-72.983611, 75.245833)"
Grove Mountains 021520,0.56,2003,-72.953333,75.228056,"(-72.953333, 75.228056)"
Grove Mountains 021824,0.56,2003,-72.77722,75.33833,"(-72.777220, 75.338330)"
Grove Mountains 021893,0.56,2003,-72.778056,75.326667,"(-72.778056, 75.326667)"
Grove Mountains 021905,0.56,2003,-72.776944,75.324722,"(-72.776944, 75.324722)"
Grove Mountains 021919,0.56,2003,-72.7775,75.334167,"(-72.777500, 75.334167)"
Grove Mountains 022061,0.56,2003,-72.77861,75.31528,"(-72.778610, 75.315280)"
Grove Mountains 022365,0.56,2003,-72.78111,75.305,"(-72.781110, 75.305000)"
Grove Mountains 022623,0.56,2003,-72.7825,75.2775,"(-72.782500, 75.277500)"
Grove Mountains 022741,0.56,2003,-72.7792,75.2983,"(-72.779200, 75.298300)"
Grove Mountains 022982,0.56,2003,-72.773889,75.321944,"(-72.773889, 75.321944)"
Grove Mountains 022984,0.56,2003,-72.773889,75.3225,"(-72.773889, 75.322500)"
Grove Mountains 023037,0.56,2003,-72.77333,75.32222,"(-72.773330, 75.322220)"
Grove Mountains 023046,0.56,2003,-72.77333,75.32472,"(-72.773330, 75.324720)"
Grove Mountains 023732,0.56,2003,-72.98389,75.25111,"(-72.983890, 75.251110)"
Grove Mountains 023735,0.56,2003,-72.98389,75.25111,"(-72.983890, 75.251110)"
Grove Mountains 023780,0.56,2003,-72.984444,75.2525,"(-72.984444, 75.252500)"
Grove Mountains 024258,0.56,2003,-72.9825,75.250278,"(-72.982500, 75.250278)"
MacAlpine Hills 041037,0.56,2004,,,
MacAlpine Hills 04963,0.56,2004,,,
Yamato 74020,0.56,1974,-71.5,35.66667,"(-71.500000, 35.666670)"
Yamato 74414,0.56,1974,0,35.66667,"(0.000000, 35.666670)"
Yamato 74607,0.56,1974,-71.5,35.66667,"(-71.500000, 35.666670)"
Yamato 793061,0.56,1979,-71.5,35.66667,"(-71.500000, 35.666670)"
Yamato 793091,0.56,1979,-71.5,35.66667,"(-71.500000, 35.666670)"
Yamato 793142,0.56,1979,-71.5,35.66667,"(-71.500000, 35.666670)"
Yamato 793155,0.56,1979,-71.5,35.66667,"(-71.500000, 35.666670)"
Yamato 980150,0.557,1998,,,
Grove Mountains 020011,0.55,2002,-73.11333,75.10389,"(-73.113330, 75.103890)"
Grove Mountains 020171,0.55,2003,-72.976111,75.266389,"(-72.976111, 75.266389)"
Grove Mountains 020180,0.55,2003,-72.9775,75.264167,"(-72.977500, 75.264167)"
Grove Mountains 020285,0.55,2003,-72.9839,75.2464,"(-72.983900, 75.246400)"
Grove Mountains 020823,0.55,2003,-72.983333,75.249444,"(-72.983333, 75.249444)"
Grove Mountains 021213,0.55,2003,-72.983611,75.245833,"(-72.983611, 75.245833)"
Grove Mountains 021537,0.55,2003,-72.9656,75.2431,"(-72.965600, 75.243100)"
Grove Mountains 021622,0.55,2003,-72.783611,75.2975,"(-72.783611, 75.297500)"
Grove Mountains 021900,0.55,2003,-72.776944,75.323333,"(-72.776944, 75.323333)"
Grove Mountains 022488,0.55,2003,-72.775,75.340833,"(-72.775000, 75.340833)"
Grove Mountains 022552,0.55,2003,-72.77361,75.34111,"(-72.773610, 75.341110)"
Grove Mountains 022599,0.55,2003,-72.7825,75.28028,"(-72.782500, 75.280280)"
Grove Mountains 022638,0.55,2003,-72.78278,75.27778,"(-72.782780, 75.277780)"
Grove Mountains 022650,0.55,2003,-72.781944,75.286389,"(-72.781944, 75.286389)"
Grove Mountains 022989,0.55,2003,-72.773611,75.343611,"(-72.773611, 75.343611)"
Grove Mountains 023289,0.55,2003,-72.77361,75.32083,"(-72.773610, 75.320830)"
Grove Mountains 023298,0.55,2003,-72.7736,75.3211,"(-72.773600, 75.321100)"
Grove Mountains 023563,0.55,2003,-72.984167,75.246389,"(-72.984167, 75.246389)"
MacAlpine Hills 02652,0.55,2002,-84.21667,160.5,"(-84.216670, 160.500000)"
MacAlpine Hills 02789,0.55,2002,,,
MacAlpine Hills 041075,0.55,2004,,,
MacAlpine Hills 04885,0.55,2004,,,
Queen Alexandra Range 02178,0.55,2002,-84,168,"(-84.000000, 168.000000)"
Yamato 790327,0.55,1979,-71.5,35.66667,"(-71.500000, 35.666670)"
Yamato 793100,0.55,1979,-71.5,35.66667,"(-71.500000, 35.666670)"
Yamato 793109,0.55,1979,-71.5,35.66667,"(-71.500000, 35.666670)"
Yamato 793113,0.55,1979,-71.5,35.66667,"(-71.500000, 35.666670)"
Yamato 793131,0.55,1979,-71.5,35.66667,"(-71.500000, 35.666670)"
Yamato 8334,0.55,1983,-71.5,35.66667,"(-71.500000, 35.666670)"
Grove Mountains 020361,0.54,2003,-72.9839,75.2464,"(-72.983900, 75.246400)"
Grove Mountains 020821,0.54,2003,-72.98333,75.24944,"(-72.983330, 75.249440)"
Grove Mountains 020943,0.54,2003,-72.98389,75.24639,"(-72.983890, 75.246390)"
Grove Mountains 022109,0.54,2003,-72.77917,75.31056,"(-72.779170, 75.310560)"
Jiddat al Harasis 236,0.54,2005,19.97028,56.39825,"(19.970280, 56.398250)"
Yamato 74324,0.54,1974,-71.5,35.66667,"(-71.500000, 35.666670)"
Yamato 793095,0.54,1979,-71.5,35.66667,"(-71.500000, 35.666670)"
Yamato 982307,0.54,1998,0,0,"(0.000000, 0.000000)"
Allan Hills A77028,0.53,1977,-76.71667,159.66667,"(-76.716670, 159.666670)"
LaPaz Icefield 04533,0.53,2004,,,
MacAlpine Hills 041108,0.53,2004,,,
MacAlpine Hills 04906,0.53,2004,,,
Yamato 74435,0.53,1974,0,35.66667,"(0.000000, 35.666670)"
Yamato 75245,0.53,1975,-71.5,35.66667,"(-71.500000, 35.666670)"
Yamato 790235,0.53,1979,-71.5,35.66667,"(-71.500000, 35.666670)"
Yamato 793097,0.53,1979,-71.5,35.66667,"(-71.500000, 35.666670)"
